TEL,NAME,URL,ADDRESS1,ADDRESS2,CITY,ZIP
(212) 695-2006,Think Art Gallery,http://www.nyc.com/arts__attractions/think_art_gallery.1775/editorial_review.aspx,336 W 37th St,,New York,10018
(212) 625-2011,Thomas & Hirsch,http://www.nyc.com/arts__attractions/thomas__hirsch.597/map_location.aspx,375 W Broadway,,New York,10012
(212) 645-8701,Thomas Erben Gallery,http://www.thomaserben.com/index.php,526 W 26th St,,New York,10001
(212) 249-0242,Thomson C Art,http://local.botw.org/New_York/New_York/Thompson_C_Art/141792657.html,19 E 75th St,,New York,10021
(212) 533-7749,Three East Third St Corp,http://ny.citysquares.com/manhattan/east-village/arts-entertainment/artists-art-dealers/three-east-third-st-corp,3 E 3rd St,,New York,10003
(212) 223-1059,Throckmorton Fine Arts,http://www.throckmorton-nyc.com/,145 E. 57th St.,3rd Fl.,New York,10022
(212) 941-1775,Tilton Jack Gallery,http://www.artseensoho.com/Art/TILTON/tilton.html,47 Greene St,,New York,10013
(212) 343-2211,Time Is Always Now,http://www.yelp.com/biz/time-is-always-now-peter-beard-carnets-africans-new-york,476 Broome St.,,New York,10013
(212) 980-6416,Tk Oriental Antiques,http://newyork.maplist.org/viewthread.php?tid=412663,41 E 57th St,,New York,10022
(212) 431-7878,Tobey Fine Art,http://www.artnet.com/gallery/140739/tobey-fine-arts.html,580 Broadway,,New York,10012
(212) 751-0134,Ton Ying & Co,http://www.hatii.arts.gla.ac.uk/admn/php/carp/essay1.php?enum=1096638570,1050 2nd Ave,Rm 87,New York,10022
(212) 719-4393,Tonal Motion Inc,http://tonalmotion.org/main.html,1026 Avenue of the Americas,,New York,10018
(212) 255-8450,Tonkonow Leslie,http://www.villagevoice.com/locations/leslie-tonkonow-artworks-projects-145055/,535 W 22nd St,,New York,10011
(212) 571-0100,Tower Art Gallery,http://www.nelso.com/us/place/50980/,7 Maiden Ln,,New York,10038
(212) 593-0350,Traditional Art Gallery Inc,http://www.getfave.com/locations/844915-traditional-art-gallery-inc,1050 2nd Ave,,New York,10022
(212) 355-3754,Triangle Editions,http://www.getfave.com/locations/915361-triangle-editions,111 E 62nd St,,New York,10021
(212) 674-8262,Tribes Gallery,http://www.tribes.org/web/,285 E. Third St.,,New York,10009
(212) 865-0783,Triple Candie,http://artcritical.com/fyfe/JFNoland.htm,461 W 126th St,,New York,10027
(212) 594-9590,Triton Collection the,http://www.tritonjewelry.com/home.php,224 12th Ave,,New York,10001
(212) 473-4047,Troubetzkoy Paintings,http://www.troubetzkoypaintings.com/,366 E 8th St,,New York,10009
(212) 570-0090,Tunick David,http://www.ifpda.org/content/node/2617,19 East 66th Street,,New York,10065
(212) 732-0273,Turkana Gallery,http://www.tribal-kilims.com/links.asp,125 Cedar St,,New York,10006
(212) 753-4444,Ubu Gallery,http://ubugallery.com/phpwcms/index.php?current,416 EAST 59 STREET,,New York,10022
(718) 788-0170,Under Minerva,http://blog.underminerva.com/,656 5th Ave,,Brooklyn,11215
(212) 966-7847,Up & Co,http://www.verystyleguide.com/upandco/,257 Church St,,New York,10013
(212) 722-3677,Uptown Gallery the,http://www.uptowngallerynyc.com/,1194 Madison Ave,,New York,10128
(718) 349-3837,Urban Architecture Gallery of Applied Arts Inc,http://www.urbanarchitecture.us/,1205 Manhattan Ave,,Brooklyn,11222
(212) 744-1600,"Ursus Books & Prints, Ltd.",http://www.ursusbooks.com/,981 Madison Ave.,,New York,10021
(718) 274-1419,Valenzi Gallery & Framing,"http://www.yellowbot.com/tags/frame/New%20York,%20NY%2011105/page1.html",2904 23rd St,,Astoria,11102
(212) 929-6633,Van De Weghe Fine Art,http://www.re-title.com/exhibitions/archive_VANDEWEGHEFINEART3915.asp,521 W 23rd St,,New York,10011
(212) 570-9500,Vance Jordan Fine Art,http://www.russianyellowpages.com/business/Vance_Jordan_Fine_Art,958 Madison Ave,,New York,10001
(212) 724-5156,Veranda Design,http://66.111.11.24/arts__attractions/veranda_design.973/editorial_review.aspx,225 W 83rd St,,New York,10024
(212) 317-1010,Verona Arts Ltd,http://www.merchantcircle.com/blogs/Verona.Arts.LTD.212-317-1010,603 5th Ave,,New York,10017
(212) 752-3500,Viart Corporation,http://www.viartcorp.com/,120 E 56th St,,New York,10022
(212) 414-1976,Vick Corporate Art Advisors,http://vickartadvisors.com/,210 11th Ave,Rm 808,New York,10001
(212) 752-1727,Vieille Russie Inc Antiqs & Jwlry,http://www.artantiquedealersleague.org/dealerdetails.asp?dealerID=5,781 5th Ave,,New York,10022
(212) 431-8889,Vietnam Art Design,http://www.galleryvietnam.com/,345 Greenwich St,,New York,10013
(212) 242-5478,Viewpoint Gallery,http://www.viewpointgallery.com/contact.php,41 Union Sq W,Ph,New York,10003
(212) 414-1881,Vincent Fremont Enterprises,http://www.manta.com/coms2/dnbcompany_6xq3v8,1 Union Sq W,Ste 307,New York,10003
(212) 414-4040,Viridian Artists Inc,http://www.viridianartists.com/new/index.cfm,530 W 25th St,,New York,10001
(212) 391-0131,Visage Studios,http://ny.serviceslisted.com/1654518-VisageStudios.htm,12 West 37th Street,Rm 1211,New York,10018
(212) 598-0221,Visual Arts Gallery,http://www.nyc.com/arts__attractions/visual_arts_gallery.235/whats_nearby.aspx,137 Wooster St,,New York,10012
(212) 227-7913,Volpe Organization,http://www.shopinmanhattan.com/map.asp?mid=10584753&subCat=art+galleries,100 W End Ave,,New York,10023
(212) 586-8979,Wada Takashi Gallery,http://www.city-data.com/businesses/884092230-takashi-wada-gallery-new-york-ny.html,350 W 50th St,,New York,10019
(212) 579-6529,Wade Maxx Art Gallery,http://www.wademaxx.com/,191 Columbus Ave,,New York,10023
(212) 421-5390,Wally Findlay Galleries,http://www.wallyfindlay.com/,124 E 57th St,,New York,10022
(212) 925-6951,Ward-Nasse Gallery,http://www.wardnasse.org/,178 Prince St,,New York,10012
(212) 397-6780,Washburn Galleries,http://www.washburngallery.com/,20 W 57th St,Lbby,New York,10019
(212) 982-6255,Washington Sq Outdoor Art Exhibit Inc,http://www.washingtonsquareoutdoorartexhibit.org/,115 E 9th St,,New York,10003
(212) 367-8120,Webster David,http://www.7mainstreet.com/business/unclaimed/webster-david-new-york-ny-10001/14671913,448 W 16th St,,New York,10011
(212) 319-1335,Weisbrod Chinese Art Ltd,http://www.weisbrodltd.com/wsbhome.html,36 E 57th St,,New York,10022
(212) 288-2666,Wellesley the,http://www.nyc.com/arts__attractions/wellesley_the.795/whats_nearby.aspx,200 E 72nd St,,New York,10021
(212) 242-8811,Wessel & O'Connor,http://www.wesseloconnor.com/,242 W. 26th St.,,New York,10011
(212) 989-4650,Westbeth Gallery,http://www.westbeth.org/,55 Bethune St,# 318-C,New York,10014
(718) 351-5268,Western Art Collectors Society,http://www.americaonwheels.com/NewYork/WESTERN_ART_COLLECTORS_SOCIETY,1374 Richmond Rd,,Staten Island,10304
(212) 925-5700,Westwood Gallery,http://www.westwoodgallery.com/,568 Broadway,,New York,10012
(212) 628-5445,Weybridge Fine Art,http://ny.citysquares.com/manhattan/chelsea/arts-entertainment/artists-art-dealers/weybridge-fine-art-30-e-81-madison-ave,30 E 81st St,,New York,10028
(212) 569-2224,Whas Cultural Art Center Inc,http://www.ziphip.com/whas+cultural+art+center+inc.9.7203168p.home.html,4450 Broadway,,New York,10040
(212) 714-2347,White Box,http://www.whiteboxny.org/,525 W. 26th St.,,New York,10001
(212) 924-4212,White Columns Inc,http://newyork.going.com/venue-3874;White_Columns_Inc,320 W 13th St,,New York,10014
(212) 982-8050,Whitfield James Fine Art,http://www.facebook.com/pages/London-United-Kingdom/Whitfield-Fine-Art/184172920606,107 University Pl,,New York,10003
(212) 941-1817,Wickiser Walter Gallery Inc,http://www.walterwickisergallery.com/,210 Eleventh Avenue,Suite 303,New York,10001
(212) 677-6547,Willow Woodstock Artistic Enterprises,http://www.yelp.com/biz/willow-woodstock-artistic-enterprises-new-york,92 Saint Marks Pl,,New York,10009
(212) 505-6771,Wilmer Jenning Gallery,http://www.merchantcircle.com/business/Wilmer.Jenning.Gallery.212-505-6771,215 E 2nd St,,New York,10009
(212) 255-2718,Winston Wachter Mayer Fine Art,http://www.winstonwachter.com/,530 W 25th St,# 102,New York,10001
(718) 599-0910,Winter Works On Paper,http://www.winterworksonpaper.com/about.htm,167 North 9th Street,,Brooklyn,11211
(212) 772-7721,Wolf Daniel Inc,http://www.manta.com/coms2/dnbcompany_d947yw,52 E 78th St,,New York,10021
(212) 966-3411,Woodward Gallery,http://www.woodwardgallery.net/,133 Eldridge Street,,New York,10002
(212) 781-1872,WORLD AFRICA,http://manhattan.ny.povo.com/World_Africa,779 RIVERSIDE DR,APT A60,New York,10032
(212) 791-4941,World Art Center,http://www.merchantcircle.com/business/World.Art.Center.212-791-4941,104 Nassau St,,New York,10038
(646) 230-9610,Yancey Richardson Gallery,http://www.yanceyrichardson.com/,535 W 22nd St,,New York,10011
(212) 977-7966,Yasuda Fine Arts Inc,http://www.localartdealers.com/New-York/Yasuda-Fine-Arts-Incorporated-25075.html,15 W 53rd St,,New York,10019
(212) 431-7444,Yorks Shona Gallery,http://yorksshonagallery.com/,99 Spring St,,New York,10012
(212) 423-0604,Yorkville Art Gallery & Framing,http://www.merchantcircle.com/business/Yorkville.Art.Gallery.And.Framing.212-423-0604,1687 3rd Ave,,New York,10128
(212) 744-5550,Yoshii Gallery,http://www.yoshiigallery.com/,980 Madison Avenue,3rd Floor,New York,10075
(212) 734-0009,Yung Hee Kim,http://www.linkedin.com/pub/yunghee-kim/11/847/188,945 5th Ave,,New York,10021
(212) 752-1223,Zabriskie Gallery,http://www.zabriskiegallery.com/,41 W 57th St,Fl 4,New York,10019
(212) 255-0202,Zarre Andre Gallery,http://www.andrezarrefineart.com/index.html,529 W 20th St,,New York,10011
(212) 751-0650,Zetterquist Galleries,http://web.mac.com/zetterquist/Qingbai_Wares/Home.html,3 East 66th Street,#1B,New York,10065
(646) 602-2338,Zito Studio Gallery,http://www.merchantcircle.com/business/Zito.Studio.Gallery.646-602-2338,122 Ludlow St,,New York,10002
(212) 517-8677,Zwirner & Wirth,http://www.zwirnerandwirth.com/,32 E. 69th St.,,New York,10021
(212) 727-2070,Zwirner David Gallery,http://www.davidzwirner.com/,525 W 19th St,,New York,10011
(212) 244-4320,Priska C. Juschka Fine Art Inc,http://www.priskajuschkafineart.com/,547 W 27th St,,New York,10001
(212) 219-1482,1 2 3 Watts Gallery,http://www.123watts.com/,123 Watts St,,New York,10013
(212) 777-6777,12 Below,http://www.upspring.com/12-below-new-york-ny-map.html,853 Broadway,,New York,10003
(212) 966-5790,14 Sculptors Gallery,http://www.14sculptors.com/,168 Mercer St,,New York,10012
(212) 717-4025,1405 Art Gallery,http://artframenj.com/,1405 2nd Ave,,New York,10021
(718) 919-0344,2 Welancora Gallery,http://www.welancora.com/,410 Jefferson Ave,,Brooklyn,11221
(212) 941-5825,280 Modern,http://attractions.uptake.com/museums/new_york/ridgewood/280_modern_17617828.html,1875 Dekalb Ave,,Ridgewood,11385
(212) 517-9176,3 Costantino Fioratti Helen C,http://www.lantiquaire.us/mirrors-in-renaissance-period.html,36 E 73rd St,,New York,10021
(212) 255-1121,303 Gallery,http://www.303gallery.com/,547 W 21st Street,,New York,10011
(212) 273-9673,33rd St Galleria,http://www.superpages.com/bp/New-York-NY/33rd-Street-Galleria-L2016404930.htm,401 7th Ave,,New York,10001
(212) 760-1228,33rd Street Galleria,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C0F17-3048-28EB-92D57971418D832F,131 W 33rd St,Lbby,New York,10001
(212) 414-1169,4 Chambers Fine Art,http://www.chambersfineart.com/en/calendar/2009-2-bj.html,522 West 19th Street,,New York,10011
(212) 366-6660,5 Robin Rice Gallery,http://www.robinricegallery.com/galleryinformation/index.html,325 W 118th St,,New York,10026
(718) 388-6087,531 Artspace,http://newyork.citywaboo.com/business/2200841/531_Artspace-in-Brooklyn-NY_11222-4852.html,531 Graham Ave,,Brooklyn,11222
(212) 879-3500,73 St Farmers Market,http://www.nyc.com/arts__attractions/73_st_farmers_market.1808/whats_nearby.aspx,1368 York Ave,,New York,10021
(212) 255-3656,A Clean Well Lighted Place Inc,http://www.merchantcircle.com/business/A.Clean.Well.Lighted.Place.Inc.New.York.NY.1.212-255-3656,363 Bleecker St,,New York,10014
(718) 763-5473,A J ARTS LTD,http://yp.blogflux.com/directory/us/new-york/brooklyn/a-j-arts-ltd-6208-mill-ln/,6208 MILL LN,,Brooklyn,11234
(212) 966-0799,A.I.R. Gallery,http://www.artseensoho.com/Art/AIR/air.html,40 Wooster St,,New York,10013
(718) 253-8830,AAA-Abbey Mdsng Co Inc,http://yp.blogflux.com/directory/us/new-york/brooklyn/aaaabbey-mdsng-co-inc/,618 Coney Island Ave,,Brooklyn,11218
(212) 427-8731,Abada Felix Inc,http://www.nyc.com/arts__attractions/abada_felix_inc.468/whats_nearby.aspx,1556 3rd Ave,,New York,10128
(212) 988-1100,Aberbach Fine Art,http://www.saberbach.com/site.html,41 E 57th Street,14th Floor Suite1401,New York,10022
(212) 206-8080,Aca Galleries,http://www.acagalleries.com/,529 W 20th St,,New York,10011
(212) 255-5599,Ace Gallery,http://www.acegallery.net,275 Hudson St,,New York,10013
(212) 734-6300,Acquavella Galleries Inc,http://www.acquavellagalleries.com/,18 E 79th St,,New York,10021
(212) 861-7338,Adam Baumgold Fine Art,http://www.adambaumgoldgallery.com/,74 E. 79th St.,,New York,10021
(212) 249-4987,Adam Williams Fine Art Ltd,http://www.adam-williams.com/DesktopDefault.aspx?tabid=20,24 East 80th Street,,New York,10075
(212) 873-2633,Adams Fund Art Buyers,http://www.yellowspinny.com/adams+fund+art+buyers/bus-16396/,330 W 72nd St,Bsmt,New York,10023
(212) 644-5665,Adams George Gallery,http://www.ikarma.com/biz/New+York/New+York/Adams+George+Gallery/%28212%29644-5665/,41 W 57th St,Lbby,New York,10019
(212) 439-6800,Adelson Galleries,http://www.adelsongalleries.com/,219 E 82nd St,,New York,10028
(212) 772-7509,Adler & Conkright Fine Art Llc,http://www.adlerconkrightarts.com/,24 E 71st St,,New York,10021
(212) 244-6914,African Arts Center Inc,http://yp.blogflux.com/directory/us/new-york/new-york/african-arts-center-inc/,615 W 27th St,,New York,10001
(212) 368-6802,Africart Motherland Inc,http://local.botw.org/New_York/New_York/Africart_Motherland_Inc/77934896.html,2478 Frederick Douglas Blvd,,New York,10027
212-226-4151,Agora Gallery,http://www.agora-gallery.com/,530 W 25th St,,New York,10001
(212) 366-5449,Akira Ikeda Gallery,http://www.akiraikedagallery.com/,17 Cornelia St,,New York,10014
(212) 366-9996,Alan Brasington Inc,http://www.nyc.com/arts__attractions/alan_brasington_inc.187/editorial_review.aspx,23 8th Ave,,New York,10014
(212) 879-1782,Alaska on Madison,http://www.alaskaonmadison.com/,1065 Madison Ave,,New York,10028
(212) 367-7474,Alexander and Bonin,http://www.alexanderandbonin.com/,132 10th Ave,,New York,10011
(212) 867-8866,Alexander's Sculptural Svce,http://www.nyc.com/arts__attractions/alexanders_sculptural_svce.1805/whats_nearby.aspx,117 E 39th St,,New York,10016
(212) 755-2828,Alexandre Gallery,http://www.alexandregallery.com,41 E 57th St,,New York,10022
(718) 520-9842,Alliance of Queens Artists,http://www.arts4u.org/,99-10 Metropolitan Ave.,,Forest Hills,11375
(212) 750-1928,Alter Silver Gallery Corp,http://www.ikarma.com/biz/New+York/New+York/Alter+Silver+Gallery+Corporation/%28212%29750-1928/,1050 2nd Ave,,New York,10022
(212) 517-4010,American European Fine Art Inc,http://www.artincontext.org,115 E 89th St,,New York,10128
(212) 941-0401,American Fine Arts Co,http://www.nileguide.com/destination/new-york/things-to-do/american-fine-arts-co/507977,530 W 22nd St,,New York,10011
(212) 595-9533,American Folk Art Museum - Eva and Morris Feld Gallery,http://www.folkartmuseum.org/default.asp?id=509,2 Lincoln Square,,New York,10023
(212) 445-0051,Ameringer & Yohe Fine Arts,http://www.ameringer-yohe.com/,525 West 22nd Street,,New York,10011
(718) 237-3001,Amos Eno Gallery,http://www.amoseno.org/,111 Front Street,,Brooklyn,11201
(212) 426-2879,An American Space,http://www.artinfo.com/galleryguide/11631/119/an-american-space-gallery/visit/,118 E 92nd St,,New York,10128
(212) 737-3766,Ancient Art of the New World Inc,http://www.manta.com/coms2/dnbcompany_6k57c8,525 E 72nd St,,New York,10021
(212) 473-1722,Andover Gallery,http://new_york.ny.ooberunder.com/7385653-andover.gallery,60 Rivington St,,New York,10002
(212) 206-9723,Andrew Edlin Gallery,http://edlingallery.com/,134 Tenth Avenue,,New York,10011
(212) 727-1735,Andy Warhol Authentication Board Inc,http://www.warholfoundation.org/legacy/authentication_procedure.html,525 W 20th St,,New York,10011
(212) 780-0175,Angel Orensanz Foundation,http://www.orensanz.org/home.php,172 Norfolk St,,New York,10002
(212) 472-1527,Anita Friedman Fine Arts,http://www.artnet.com/gallery/406/anita-friedman-fine-arts.html,980 Madison Ave,,New York,10021
(646) 638-3785,Annex the,http://oneartworld.com/The+Annex.html,601 W 26th St,,New York,10001
(212) 580-2980,Annie Yau Gallery,http://www.upnext.com/venue/new-york-recreation/annie-yau-gallery/11640.htm,173 W 88th St,,New York,10024
(212) 741-8695,Annina Nosei Gallery,http://www.patrickgrant.net/genome_angallery.htm,528 W 22nd St,,New York,10011
(212) 755-0434,Anthony Grant Inc,http://anthonygrantinc.com/Movie1_LANY.swf,37 W 57th St,,New York,10019
(212) 343-0471,Antik,http://www.antik-nyc.net/,104 Franklin St,,New York,10013
(212) 734-9776,Antiquarium Fine Ancient Arts Gallery Ltd,http://local.botw.org/New_York/New_York/Antiquarium_Fine_Ancient_Arts_Gallery_LTD/950985.html,948 Mad Ave,,New York,10001
(212) 965-1706,Anton Kern Gallery Inc,http://antonkerngallery.com/artist.php?aid=16,532 W 20th St,,New York,10011
(212) 431-5270,Apex Art,http://www.apexart.org/,291 Church St,,New York,10013
(212) 694-4538,April's Gallery,http://find.mapmuse.com/details/art-galleries/9528834/aprils-gallery,501 W 145th St,,New York,10031
(212) 628-3668,Arader W Graham Gallery,http://www.aradergalleries.com/,29 E 72nd St,,New York,10021
(212) 759-4999,Arash Gallery,http://www.leftlinks.org/photography/main.php,1051 2nd Ave,,New York,10022
(212) 965-1387,Arcadia Fine Arts,http://www.arcadiafinearts.com/home.html,51 Greene St,,New York,10013
(212) 247-5087,Archibald Arts,http://www.archibaldarts.com/,602 10th Ave,,New York,10036
(212) 242-7767,Archive Consulting & Management Services,http://www.yellowpages.com/info-1271752/Archive-Consulting-Management-Services,511 W 25th St,,New York,10001
(917) 685-0089,Ariel Meyerowitz Gallery,http://www.arielmeyerowitz.com/,4720 Center Blvd.,Suite #2005,Long Island City,11109
(212) 924-1688,Ariston Development Group,http://www.yellowbot.com/ariston-development-group-new-york-ny.html,78 Horatio St,,New York,10014
(347) 525-7074,Arleen G Becker Gallery Inc,http://www.agbgallery.com/,200 Lexington Avenue,,New York,10022
(212) 754-9900,Art & Interiors Inc,http://www.ziplocal.com/companies/102881788-Art-Interiors-Inc,979 3rd Ave,,New York,10022
(212) 683-5611,Art Advice Corporate Art Consultants,http://www.artadvice-ny.com/,200 E 33rd St,Lbby,New York,10016
(212) 935-1272,Art Advisory Svces Inc,http://www.artadvisoryservices.com/,530 Park Ave,,New York,10065
(212) 258-3598,Art Asap,http://www.livevillage.com/newyork/art/art-asap-444-w-50th-st.html,444 W 50th St,,New York,10019
(212) 935 1272,Art Auction Advisory Svces,http://www.artadvisoryservices.com/newsletter_08-sep.pdf,530 Park Avenue,,New York,10065
(212) 874-6305,Art Avenues Inc,http://www.merchantcircle.com/business/Art.Avenues.Inc.New.York.NY.212-874-6305,240 W End Ave,,New York,10023
(212) 724-4132,Art Finds,http://newyork.citysearch.com/profile/7169370/new_york_ny/art_finds.html,140 Riverside Dr,,New York,10024
(212) 473-6802,Art Gallery & Custom Framing,http://local.botw.org/New_York/New_York/799_Art_Gallery_and_Custom_Framing/112964310.html,799 Broadway,,New York,10003
(212) 219-0473,Art In General,http://www.artingeneral.org/,79 Walker St,,New York,10013
(212) 343-3005,Art Loft Gallery,http://m.nyc.com/arts__attractions/art_loft_gallery.1697/whats_nearby.aspx?sec=att,199 Lafayette St,,New York,10012
(212) 759-0777,Art Merchandising and Media Inc,http://www.nyc.com/arts__attractions/art_merchandising_and_media_inc.912/map_location.aspx,26 E 64th St,Bsmt,New York,10021
(212) 736-0999,Art Metaphysics Education,http://www.nyc.com/arts__attractions/art_metaphysics_education.881/editorial_review.aspx,323 W 39th St,,New York,10018
(212) 517-8740,Art Placement International,http://m.nyc.com/arts__attractions/art_placement_international.449/map_location.aspx,957 Park Ave,Apt 5W,New York,10028
(212) 343-2599,Art Projects International Inc,http://www.artprojects.com/,429 Greenwich St,Ph,New York,10013
(646) 486-2387,Art Resources Transfer Inc,http://www.artresourcestransfer.org/,210 11th Ave,,New York,10001
(212) 941-9471,Art Student Showcase Inc,http://www.yellowbot.com/art-student-showcase-incorporated-new-york-ny.html,248 Lafayette St,,New York,10012
(212) 995-2008,Art Vue,http://www.artvue.com/,441 3rd St,,Brooklyn,11215
(212) 989-3348,Art Wise,http://www.yellowspinny.com/art+wise/bus-41875/,133 W 25th St,,New York,10001
(212) 570-6999,Arte Primitivo-Howard S Rose Gallery,http://www.arteprimitivo.com/,3 E 65th St,,New York,10021
(718) 946-7948,Artefina International Inc,http://www.nyc.com/arts__attractions/artefina_international_inc.1933/whats_nearby.aspx,246 Avenue U,,Brooklyn,11223
(212) 288-8488,Artemis Fine Arts Inc,http://newyork.maplist.org/viewthread.php?tid=414560,23 E 73rd St,,New York,10021
(212) 581-8815,Artenova Ltd,http://ny.citysquares.com/manhattan/clinton/arts-entertainment/artists-art-dealers/artenova-ltd,1780 Broadway,,New York,10019
(212) 343-1196,Arterres,http://www.ibegin.com/directory/us/new-york/new-york/arterres-242-lafayette-st/,242 Lafayette St,,New York,10012
(212) 665-0549,Artique-the Art of Framing Inc,http://www.artiqueonline.com/,2580 Broadway,,New York,10025
(212) 477-5699,Artist Prod Gallery,http://www.nyc.com/arts__attractions/artist_prod_gallery.569/editorial_review.aspx,448 Broadway,,New York,10013
(212) 226-3970,Artists Space,http://www.artistsspace.org/,38 Greene St,,New York,10013
(212) 255-9900,Artlife Gallery,http://www.yellowspinny.com/artlife+gallery/bus-42410/,155 Ave of the Americas,,New York,10013
(718) 389-7988,Art-Lore Inc,http://www.merchantcircle.com/business/Art.Lore.Inc.718-389-7988,1155 Manhattan Ave,,Brooklyn,11222
(212) 861-3156,Artrepreneur,http://www.theartrepreneur.com/,945 5th Ave,,New York,10021
(718) 797-3661,Arts Action Research,http://www.artsaction.com/,423 Atlantic Ave,,Brooklyn,11217
(212) 674-9120,Arts at University Settlement/Speyer Hall,http://www.universitysettlement.org/,185 Eldridge St.,,New York,10002
(212) 243-4477,Arts Du Monde,http://www.artsdumonde.net/,40 W 25th St,,New York,10010
(212) 725-6092,Arts India,http://www.merchantcircle.com/blogs/Arts.India.212-725-6092,206 5th Ave,,New York,10010
(212) 586-2810,Arts Proper International Inc,http://www.nyc.com/arts__attractions/arts_proper_international_inc.1747/whats_nearby.aspx,24 W 57th St,,New York,10019
(212) 838-0475,Artscope Inc,http://local.botw.org/New_York/New_York/Artscope_Inc/1103231.html,502 Park Ave,,New York,10022
(212) 734-0100,Ash Fine Art,http://local.botw.org/New_York/New_York/Ash_Fine_Art/56447074.html,51 E 78th St,,New York,10021
(212) 755-6770,Asher Gallant Gallery,http://www.nyc.com/arts__attractions/asher_gallant_gallery.1791/whats_nearby.aspx,62 E 55th St,,New York,10022
(212) 229-0899,Ashione Art Gallery,http://www.yelp.com/biz/ashione-art-gallery-new-york,41 Perry St,,New York,10014
(212) 579-9040,Ashoka Crafts,http://www.ashokacrafts.com/,202 W 77th St,,New York,10024
(212) 620-8103,Atelier A-E Ent,http://www.atelierae.com/Contact.php,35 West 23rd Street,#3,New York,10010
(212) 431-0630,Atelier International Art Group Inc,http://www.atelierart.com/,594 Broadway,,New York,10012
(212) 219-3183,Atlantic Gallery,http://www.atlanticgallery.org/,135 West 29th St,suite 601,New York,10001
(212) 343-9115,Atmosphere Galleries Inc,http://www.city-data.com/businesses/485663918-atmosphere-galleries-inc-new-york-ny.html,134 10th Ave,,New York,10011
(212) 675-9082,Audiello Fine Art Inc,http://www.massimoaudiello.com/,526 W 26th St,,New York,10001
(212) 755-8979,Audrey C Art & Jewels,http://wap.outalot.com/listings/278910-Audrey-C-Art-Jewels,167 E 61st St,,New York,10021
(917) 459-8874,Australian Aboriginal Fine Art Gallery Of New York,http://www.aboriginalvisions.com/,1255 5th Ave,,New York,10029
(646) 486-3781,Av Art Gallery & Custom Framing Inc,http://loqal.com/av+art+gallery+custom+framing+inc.9.54033737p.home.html,235 8th Ave,,New York,10011
(917) 237-1668,Available Art Llc,http://www.nyc.com/arts__attractions/available_art_llc.905/map_location.aspx,204 Dean St,,Brooklyn,11217
(212) 888-1122,AVC Contemporary Arts Gallery,http://friendseat.com/New-York-NY/Art-Museums-Galleries/AVC-Contemporary-Arts-Gallery,41 E. 57th St.,,New York,10022
(212) 928-0760,Avshalom Eitan Fine Arts,http://fine-art.d-vers.com/,461 Fort Washington Ave,,New York,10033
(718) 246-1800,Axelle Fine Art,http://www.axelle.com/,312 Atlantic Ave,,Brooklyn,11201
(212) 226-2262,Axelle Fine Arts Gallery Ltd,http://www.axelle.com/index.html,148 Spring St,,New York,10012
(212) 791-3317,Aztec Marketing Co,http://www.merchantcircle.com/business/Aztec.Marketing.Co.New.York.NY.212-791-3317,90 John St,,New York,10038
(212) 462-4848,Back To Africa Imports,http://www.back2africa.com/,6 W 26th St,,New York,10010
(718) 649-3297,Back To Roots Inc,http://www.merchantcircle.com/business/Back.to.Roots.Inc.718-649-3297,440 Montauk Ave,,Brooklyn,11208
(212) 595-5537,Bag One Arts,http://local.botw.org/New_York/New_York/Bag_One_Arts/1353721.html,110 W 79th St,,New York,10024
(212) 722-2594,Balalaika Arts & Crafts From Russia & Former Ussr,http://local.botw.org/New_York/New_York/Balalaika_Arts_and_Crafts_From_Russia_and_Former_Ussr/34339337.html,313 E 95th St,,New York,10128
(212) 702-0132,BALMAR REALTY,http://www.nyc.com/arts__attractions/balmar_realty.1777/map_location.aspx,155 E 55TH ST,,New York,10022
(212) 206-9300,Barbara Gladstone Gallery,http://www.gladstonegallery.com/,515 W 24th St,,New York,10011
(212) 924-9940,Baron Boisante Editions,http://www.baronboisante.com/,421 Hudson St,,New York,10014
(212) 302-9546,Barrington Gallery of London Ltd,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C5407-3048-28EB-92AE16503A57B774,572 5th Ave,,New York,10036
1-800-939-2296,Bayo Studios,http://bayostudio.com/,210 Varet Street,,Brooklyn,11206
(212) 581-7544,Beadleston Gallery,http://www.artincontext.org,724 5th Ave,,New York,10019
(212) 431-7459,Behr Thyssen Ltd,http://www.behr-thyssen.com/,165 Hudson Street,,New York,10013
(718) 624-9420,Belanthi,http://yp.blogflux.com/directory/us/new-york/brooklyn/belanthi-142-court-st/,142 Court St,,Brooklyn,11201
(212) 929-5959,Bellwether Gallery,http://www.bellwethergallery.com/,134 10th Ave,,New York,10011
(718) 486-7338,Bench Dogs,http://yp.blogflux.com/directory/us/new-york/brooklyn/bench-dogs-60-broadway/,60 Broadway,,Brooklyn,11211
(212) 226-2238,Benedetti Gallery Inc,"http://www.wcities.com/en/record/298,64993/33/record.html",52 Prince St,,New York,10012
(212) 593-3757,Bernarducci Meisel Gallery,http://www.bernarduccimeisel.com/index.php,37 W 57th St,,New York,10019
(212) 794-0389,Bernstein David Primitive Art,http://www.precolumbianart4sale.com/,737 Park Ave,,New York,10021
